web-scraper-order,web-scraper-start-url,paginacion,referencias,referencias-href,nombre,precio,descripcion,puntuacion,opiniones,imagen-src
"1681684888-3017","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora MABE Carga Superior 16 Kilogramos LMC46100WDAB0 Diamond Gray","https://www.ktronix.com/lavadora-mabe-carga-superior-16-kilogramos-lmc46100wdab0-diamond-gray/p/757638359337","Lavadora MABE Carga Superior 16 Kilogramos LMC46100WDAB0 Diamond Gray","$1.869.900
                                            Hoy","Seguridad de tu familia , ahora con la tapa soft close","4.2","50 Opiniones","/medias/757638359337-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyODY5fGltYWdlL2pwZWd8aGEzL2g4ZS8xMzQ2OTU5NTkyNjU1OC83NTc2MzgzNTkzMzdfMDAxXzYwV3g2MEh8NTllYWFhMzdiMTk5MDlmM2Y1ZWY2OTU3NWFjMTEyYTRmZmUxMzA4ZGRjYjQ2YTY2MWMxNGZlNTBmMmUwZGNkYg"
"1681684892-3018","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Torre de Lavado y Secado WHIRLPOOL a Gas 20KG 7MWGT4027HW Blanco","https://www.ktronix.com/torre-lavado-secado-whirlpool-a-gas-20kg-7mwgt4027hw-blanco/p/883049449012","Torre de Lavado y Secado WHIRLPOOL a Gas 20KG 7MWGT4027HW Blanco","$6.269.900
                                            Hoy","9 programas de lavado, limpieza total","4.3","36 Opiniones","/medias/883049449012-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMzkxfGltYWdlL2pwZWd8aW1hZ2VzL2g4NS9oYTEvODg1MzU2MzA4MDczNC5qcGd8MGU5MWJhYzgyY2EyMmY4Mjg3NTc4YWZhNjMxZTVjMTAwNWZhNjkxMDI4OWM0YzZmZWUyYjhlNzdiN2I5MTI1OQ"
"1681684899-3019","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora LG Carga Superior 25 KG WT25VT6HK Gris","https://www.ktronix.com/lavadora-lg-carga-superior-25-kg-wt25vt6hk-gris/p/8806091489470","Lavadora LG Carga Superior 25 KG WT25VT6HK Gris","$3.471.900
                                            Hoy","Motor Inverter Directo","4.7","24 Opiniones","/medias/8806091489470-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNTE3fGltYWdlL2pwZWd8aW1hZ2VzL2gyOS9oMzUvMTE0NDUyNjUzMzQzMDIuanBnfDU3Mjg1ODE2MzMzMDM3NDVmNzU1ZDUzNTkyNTk0Zjk2ZjVmMTc4OGJjNjJjZjlkODIzY2FkYmJlYzdiODE1Zjk"
"1681684903-3020","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora HACEB Carga Superior 20Kg ZOÜ D Onix","https://www.ktronix.com/lavadora-haceb-carga-superior-20kg-zou-d-onix/p/7704353431537","Lavadora HACEB Carga Superior 20Kg ZOÜ D Onix","$2.139.900
                                            Hoy","Panel digital impermeable resistente y de fácil manejo","4.7","130 Opiniones","/medias/7704353431537-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNzEzfGltYWdlL2pwZWd8aW1hZ2VzL2gwOS9oMWUvMTE2MTUxNzk1NzEyMzAuanBnfDc3ZjdmZWQzNDU4MGMwYWM0OTA3M2E5YWJlOWI1ZGNjMTYxZmE2OWJjN2E2ZWUxMzU5OWFmZTU4YmFhNWM5ZjM"
"1681684907-3021","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora MABE Carga Superior 24 Kilogramos LMC74201WDAB0 Diamond Gray","https://www.ktronix.com/lavadora-mabe-carga-superior-24-kilogramos-lmc74201wdab0-diamond-gray/p/757638394529","Lavadora MABE Carga Superior 24 Kilogramos LMC74201WDAB0 Diamond Gray","$2.499.900
                                            Hoy","Seguridad de tu familia , ahora con la tapa soft close","4.6","113 Opiniones","/medias/757638394529-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMjYyfGltYWdlL2pwZWd8aW1hZ2VzL2g2ZC9oNTUvMTA2MzI3NjY5MTQ1OTAuanBnfGRiMzM4M2Q2MWY1NGIwMGI5N2QyYjhiMjI3ZDRjZTVkNjhkN2FmMWRlNDU2ZTgzYjU0YmUyYjA2MTJiODUzNzI"
"1681684911-3022","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Secadora SAMSUNG Carga Frontal 22 Kilogramos DVG22R6270P/CO Gris","https://www.ktronix.com/secadora-samsung-carga-frontal-22-kilogramos-dvg22r6270p-co-gris/p/8806090587016","Secadora SAMSUNG Carga Frontal 22 Kilogramos DVG22R6270P/CO Gris","$2.999.900
                                            Hoy","22 Kg de capacidad, espacio perfecto para hogares grandes","4.9","35 Opiniones","/medias/8806090587016-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyODIwfGltYWdlL2pwZWd8aW1hZ2VzL2hmNi9oMzEvMTAzNzIyODgyODI2NTQuanBnfGU0ZjkyNjAyZjlhMWNjMjNjNTZhMjk4NTkxNjcxOGYwZDdlZGM1YTljZjFmZjE0MjZmYTA3ZDhhNDQ2N2M5MTc"
"1681684916-3023","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora/Secadora SAMSUNG Carga Frontal 14KG WD14TP04DSX/CO Inox","https://www.ktronix.com/lavadora-secadora-samsung-carga-frontal-14kg-wd14tp04dsx-co-inox/p/8806092632905","Lavadora/Secadora SAMSUNG Carga Frontal 14KG WD14TP04DSX/CO Inox","$3.499.900
                                            Hoy","Super Speed, lavado en 39 minutos.","4.9","38 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806092632905-001.jpg?context=bWFzdGVyfGltYWdlc3wxNzE2fGltYWdlL2pwZWd8aGViL2gzMC8xMzQ5NjQxNDQzNzQwNi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTI2MzI5MDVfMDAxLmpwZ3xmMGM4ZjY3NDVmOTc0NzQ3MDMzMDY2OTUxNTk4N2M1ZjJiNDhkYjM2OWQ1OTgzNmI1YmU0N2M1MzJkYzc4YTky"
"1681684920-3024","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Secadora LG Carga Frontal a gas 22KG DF22VV2SR Gris","https://www.ktronix.com/secadora-lg-carga-frontal-a-gas-22kg-df22vv2sr-gris/p/8806091372710","Secadora LG Carga Frontal a gas 22KG DF22VV2SR Gris","$3.709.900
                                            Hoy","Sistema a vapor TurboSteam™","4.8","21 Opiniones","/medias/8806091372710-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyOTQ5fGltYWdlL2pwZWd8aW1hZ2VzL2hlZC9oZjcvMTE3Mjc0MjQ1MjAyMjIuanBnfDZhNmUwODFhOTNlNzRhZmVjZTg2MzE0ZTIzY2M4YmQ2NjJlMDRkYzE4OTAwODUwM2YxZDBjZjQ3MjEzNjUzZTQ"
"1681684925-3025","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora Secadora SAMSUNG Carga Frontal 22 Kilogramos WD22T6500GP/CO Inox","https://www.ktronix.com/lavadora-secadora-samsung-carga-frontal-22-kilogramos-wd22t6500gp-co-inox/p/8806090746161","Lavadora Secadora SAMSUNG Carga Frontal 22 Kilogramos WD22T6500GP/CO Inox","$4.799.900
                                            Hoy","20 años de garantía en el motor Digital Inverter","4.7","86 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806090746161-001.jpg?context=bWFzdGVyfGltYWdlc3wxNjI3fGltYWdlL2pwZWd8aDljL2hlNS8xMzQ5NjM2OTAyMDk1OC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTA3NDYxNjFfMDAxLmpwZ3w5NTAwYjQ4ZGZmMmU4ZTgyNGRjNjJhYTBjZTFjZjAyM2QyNDNhZTVhMzE4MTMyZDgxMjUxN2RiZWUyNjUxYjYw"
"1681684931-3026","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Secadora LG Carga Frontal a gas 20KG DF20VV2W Gris","https://www.ktronix.com/secadora-lg-carga-frontal-a-gas-20kg-df20vv2w-gris/p/8806091517562","Secadora LG Carga Frontal a gas 20KG DF20VV2W Gris","$2.725.900
                                            Hoy","Sistema de sensor de bloqueo Flow Sense™","4.9","41 Opiniones","/medias/8806091517562-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMjY0fGltYWdlL2pwZWd8aW1hZ2VzL2gyYy9oMWYvMTE0NDUyODMwOTQ1NTguanBnfGM2OWI3YjlmMWUwOGQwOTVhYzY3NmNkYTc1NjZiZmQ2MmVmNmQxNmY0MjhhYzBmNmU1ZDMzMWI3ZWYzMjZkY2U"
"1681684935-3027","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Secadora SAMSUNG Carga Frontal a gas 24KG DVG24A8870V/CO Negro","https://www.ktronix.com/secadora-samsung-carga-frontal-a-gas-24kg-dvg24a8870v-co-negro/p/8806092830936","Secadora SAMSUNG Carga Frontal a gas 24KG DVG24A8870V/CO Negro","$3.599.900
                                            Hoy","Super  Speed, secado en 30 minutos","3.8","4 Opiniones","/medias/8806092830936-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNjA5fGltYWdlL2pwZWd8aW1hZ2VzL2g5NS9oNTcvMTE1MzQwNjQ0NTE2MTQuanBnfGNmNWFkNWEzOGMxNWU5ZTdjMWFiMzI5YWI1MjYwOTc4MDJkY2UyYmI4ODUzNGRhYTQ5NWIzZTRiYTIyMTY1MGE"
"1681684941-3028","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora/Secadora LG Carga Frontal 20KG WD20VV2S6R Plateado","https://www.ktronix.com/lavadora-secadora-lg-carga-frontal-20kg-wd20vv2s6r-plateado/p/8806091466853","Lavadora/Secadora LG Carga Frontal 20KG WD20VV2S6R Plateado","$4.773.900
                                            Hoy","AIDD (Inteligencia Artificial)","4.9","12 Opiniones","/medias/8806091466853-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyODYzfGltYWdlL2pwZWd8aGM3L2g1YS8xMzM3NDcyOTU1MTkwMi84ODA2MDkxNDY2ODUzXzAwMV82MFd4NjBIfGM3YTA3OTM1YmY1YzE0ZWI3ODk3NmJhMGRkYjRmMjMzN2I5ZGMxMGVmYWFjZjBjOTk0ZThlZGJmYWEwNjM5YzU"
"1681684946-3029","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora SAMSUNG Carga Frontal 22 Kilogramos WF22R6270AP/CO Gris","https://www.ktronix.com/lavadora-samsung-carga-frontal-22-kilogramos-wf22r6270ap-co-gris/p/8806090574795","Lavadora SAMSUNG Carga Frontal 22 Kilogramos WF22R6270AP/CO Gris","$3.999.900
                                            Hoy","20 años de garantía en el motor Digital Inverter","4.9","92 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806090574795-001.jpg?context=bWFzdGVyfGltYWdlc3wxODk4fGltYWdlL2pwZWd8aGQ5L2hiZi8xMzQ5NjM0Nzc4NzI5NC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTA1NzQ3OTVfMDAxLmpwZ3w0N2M2YzgwMGEzZGQ1MzNmOGMyMGQwOTNkYzAyY2M0ZDE3MDExNTU3OTY4YjU5ZDhiOWE1Y2JiMzc4ZmU2MjA5"
"1681684950-3030","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora SAMSUNG Carga Superior 22KG WA22B3554GV/CO Negro","https://www.ktronix.com/lavadora-samsung-carga-superior-22kg-wa22b3554gv-co-negro/p/8806094550481","Lavadora SAMSUNG Carga Superior 22KG WA22B3554GV/CO  Negro","$2.589.900
                                            Hoy","Personaliza tu ciclo de lavado de acuerdo a tus necesidades","4.9","15 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806094550481-001.jpg?context=bWFzdGVyfGltYWdlc3wxNTgwfGltYWdlL2pwZWd8aDAyL2g2MS8xMzczNTkyMzA1NjY3MC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTQ1NTA0ODFfMDAxLmpwZ3xkYzQyNWY2NGJlODk2YzMyMTEzOTBhZWE2NTZlMTc2MDAzOWJhNWY2NDMwZTljYTJiNTY3NzZkMjg4Y2ZhNTAy"
"1681684955-3031","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora SAMSUNG Carga Frontal 20 Kilogramos WF20T6000AW/CO Blanca","https://www.ktronix.com/lavadora-samsung-carga-frontal-20-kilogramos-wf20t6000aw-co-blanca/p/8806090574771","Lavadora SAMSUNG Carga Frontal 20 Kilogramos WF20T6000AW/CO Blanca","$3.519.900
                                            Hoy","20 años de garantía en el motor Digital Inverter","4.9","94 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806090574771-001.jpg?context=bWFzdGVyfGltYWdlc3wyMTUyfGltYWdlL2pwZWd8aDk4L2hkYy8xMzQ5NjMzNTk5MDgxNC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTA1NzQ3NzFfMDAxLmpwZ3xjMjM2NDgwZjg0ZjMwMWVjMTQ4ODIwM2MwODU2ZDEyZjE4MDY3NWQyMjA1ZmViNGJkNDgyMTU0ZWZhMmMzNWU5"
"1681684960-3032","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora MABE Carga Superior 20 Kilogramos LMC70200WDAB1 Diamond Gray","https://www.ktronix.com/lavadora-mabe-carga-superior-20-kilogramos-lmc70200wdab1-diamond-gray/p/757638360630","Lavadora MABE Carga Superior 20 Kilogramos LMC70200WDAB1 Diamond Gray","$2.149.900
                                            Hoy","Seguridad de tu familia , ahora con la tapa soft close","4.7","60 Opiniones","/medias/757638360630-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzMDA4fGltYWdlL2pwZWd8aGFkL2hlYS8xMzQ2OTU5NjUxNjM4Mi83NTc2MzgzNjA2MzBfMDAxXzYwV3g2MEh8YjU1ZWUyYWM2MjVlMTVhNzA5ZGE0Y2E5ZmNkMjc5OWMyYWI5ZDMzOTJkMGNkZDhhMTAyMTEyZGJkOTg5NzRiZQ"
"1681684966-3033","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora SAMSUNG Carga Superior 19KG WA19T6260BY Gris","https://www.ktronix.com/lavadora-samsung-carga-superior-19kg-wa19t6260by-gris/p/8806090800450","Lavadora SAMSUNG Carga Superior 19KG WA19T6260BY Gris","$2.099.900
                                            Hoy","20 años de garantía en el motor Digital Inverter","4.8","543 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806090800450-001.jpg?context=bWFzdGVyfGltYWdlc3wxNjkyfGltYWdlL2pwZWd8aGE0L2g3MS8xMzQ5NjM3ODQ1ODE0Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTA4MDA0NTBfMDAxLmpwZ3w0NWFiZmI4MTFhNzdlMWMxY2YzZGRjNDg0NjlkMjk3YWI3ZDY0ZTI5NDlkNGEwNTA0NmQzMzJkZjE5YWQzMzc3"
"1681684969-3034","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora/Secadora SAMSUNG Carga Frontal 11,5KG WD11T4046BX/CO Inox","https://www.ktronix.com/lavadora-secadora-samsung-carga-frontal-115kg-wd11t4046bx-co-inox/p/8806092662063","Lavadora/Secadora SAMSUNG Carga Frontal 11,5KG WD11T4046BX/CO Inox","$3.189.900
                                            Hoy","20 años de garantía en el motor Digital Inverter","4.8","107 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806092662063-001.jpg?context=bWFzdGVyfGltYWdlc3wxNTEyfGltYWdlL2pwZWd8aDk4L2g4ZS8xMzQ5NjQyNTY0NDA2Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTI2NjIwNjNfMDAxLmpwZ3w0YzUxMWUzOGZmNGI0NGE1YWY3MDBkYjFhNjgwZmUxYzRlM2NjMTRlMWFmOTI0NWFmZDY0N2M5ZDQzYjMzOWYy"
"1681684974-3035","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora HACEB Carga superior 13 KG AWÜA Manual Negro","https://www.ktronix.com/lavadora-haceb-carga-superior-13-kg-awua-manual-negro/p/7704353431421","Lavadora HACEB Carga superior 13 KG AWÜA Manual Negro","$1.631.900
                                            Hoy","Tecnología,funciones y atributos que te hacen la vida feliz","4.8","23 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-7704353431421-001.jpg?context=bWFzdGVyfGltYWdlc3wyMDg2fGltYWdlL2pwZWd8aDg5L2hlZC8xMzYxNTY3NjE5NDg0Ni82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc3MDQzNTM0MzE0MjFfMDAxLmpwZ3w5OTk2YmE3Mzk4NmVhNjM4NDQ4OGVmZjUzZmMzY2ZhZDZlYzFhMjUyN2Q0YTE0MzkxMjhhNTdlOThkYmI4ZTgz"
"1681684978-3036","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora SAMSUNG Carga Superior 17 Kilogramos WA17T6260BV Negra","https://www.ktronix.com/lavadora-samsung-carga-superior-17-kilogramos-wa17t6260bv-negra/p/8806090271618","Lavadora SAMSUNG Carga Superior 17 Kilogramos WA17T6260BV Negra","$2.129.900
                                            Hoy","20 años de garantía en el motor Digital Inverter","4.8","154 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806090271618-001.jpg?context=bWFzdGVyfGltYWdlc3wxNTMzfGltYWdlL2pwZWd8aDJlL2hiOS8xMzYwNDk5MDk0MzI2Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTAyNzE2MThfMDAxLmpwZ3w4YzM3ZWU2MmZiZjViNDI3MmI3ZDJiZjU2MzQxZGQ4MjMxYTEwNWQzYzA0NzVhN2U2OWY4ZjgzYTE5MDc3MThl"
"1681684982-3037","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora SAMSUNG Carga Frontal 25KG WF25A8900AV/CO Negro","https://www.ktronix.com/lavadora-samsung-carga-frontal-25kg-wf25a8900av-co-negro/p/8806092804081","Lavadora SAMSUNG Carga Frontal 25KG WF25A8900AV/CO Negro","$5.089.900
                                            Hoy","20 años de garantía en el motor Digital Inverter","4.9","16 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806092804081-001.jpg?context=bWFzdGVyfGltYWdlc3wxNzA1fGltYWdlL2pwZWd8aDdjL2hmNS8xMzQ5NjQ0MDk3OTQ4Ni82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTI4MDQwODFfMDAxLmpwZ3w0MTVlOTFkMTY0ODIxY2QzYWJmZTg1ZmNlOTRlNDUyYjQ1ZmI2NjM2MDBhNjQ2YjUxNmIwMzY4MzA1NmVjODc4"
"1681684989-3038","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora LG Carga Superior 19 Kilogramos WT19DSB Gris","https://www.ktronix.com/lavadora-lg-carga-superior-19-kilogramos-wt19dsb-gris/p/8806098364510","Lavadora LG Carga Superior 19 Kilogramos WT19DSB Gris","$1.989.900
                                            Hoy","Motor Smart Inverter con 10 años de garantía","4.8","622 Opiniones","/medias/8806098364510-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyODQ3fGltYWdlL2pwZWd8aW1hZ2VzL2gyYi9oZTMvMTAzNzA0ODE1ODYyMDYuanBnfDlmZTc5ZWQ5NDllMzRhYzE4ODk1MGU0YWVlYmRkMjE0YTFhZGU1NmYyZjAyOTkwYmUyMGUxNzYxMjc0MTFiZTU"
"1681684994-3039","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 18KG WWG18BSHLA Gris","https://www.ktronix.com/lavadora-whirlpool-carga-superior-18kg-wwg18bshla-gris/p/7709921346640","Lavadora WHIRLPOOL Carga Superior 18KG WWG18BSHLA Gris","$1.899.900
                                            Hoy","Control de Perilla","4.8","76 Opiniones","/medias/7709921346640-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxOTQ0fGltYWdlL2pwZWd8aW1hZ2VzL2hhYy9oZDYvMTE2MTUxMzM3NjE1NjYuanBnfGZlZTMxZDllZjRmMTRhN2ZiNjg3N2M3MTVlMjZmOGQzZWQ4MDgyYzZlODBmMjFmNjVjNTYxNzliYTkyNDk2YjQ"
"1681684997-3040","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora LG Carga Frontal 20KG WM20VV26W Gris","https://www.ktronix.com/lavadora-lg-carga-frontal-20kg-wm20vv26w-gris/p/8806091495648","Lavadora LG Carga Frontal 20KG WM20VV26W Gris","$3.476.900
                                            Hoy","Sistema de lavado 6MotionDD™","4.7","58 Opiniones","/medias/8806091495648-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMTc4fGltYWdlL2pwZWd8aW1hZ2VzL2gxMi9oMGEvMTE0NDUyNzI0MTIxOTAuanBnfDY2NGJmN2IwYTUyYWViOTk2OTk1ZTNlMDIyMjExOTgzYjIwZjJhMmZiZDljOGU5ZjgyZDY1MWZiYjg1NzJkNjA"
"1681685001-3041","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora SAMSUNG Carga Superior 20KG WA20B3553GY/CO Gris","https://www.ktronix.com/lavadora-samsung-carga-superior-20kg-wa20b3553gy-co-gris/p/8806094550337","Lavadora SAMSUNG Carga Superior 20KG  WA20B3553GY/CO  Gris","$1.999.900
                                            Hoy","Personaliza tu ciclo de lavado de acuerdo a tus necesidades","4.8","76 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806094550337-001.jpg?context=bWFzdGVyfGltYWdlc3wxOTc1fGltYWdlL2pwZWd8aDhiL2gwMi8xMzczNTkxMTI2MDE5MC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTQ1NTAzMzdfMDAxLmpwZ3w3NDAxNGU1MDNmODkwNDhmNTZmN2FiZWVkZTA5NWM1YjZhYzgwMWM1NmZlYTNkMzdmNWM5NjZmZDgyYjY4MWYy"
"1681685005-3042","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Torre de Lavado y Secado LG Washtower 22KG WK22VS6 Gris con Inteligencia Artificial","https://www.ktronix.com/torre-lavado-secado-lg-washtower-22kg-wk22vs6-gris-con-inteligencia-artificial/p/8806091468260","Torre de Lavado y Secado LG Washtower 22KG WK22VS6 Gris con Inteligencia Artificial","$7.979.900
                                            Hoy","Inteligencia Artificial
con  AI DD™ & AI Sensor Dry™","4.9","69 Opiniones","/medias/8806091468260-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyNjIwfGltYWdlL2pwZWd8aW1hZ2VzL2gzYy9oMjIvMTA3ODAzMzAzOTM2MzAuanBnfDQ0MmVjMTcwZDY1ZTZkZjlhYzE2MGQxZTkzZDdhYjM3ZjgyNmVmM2MwYTAxMGMzY2JiNjM4NDFmNGY3MjgwM2I"
"1681685010-3043","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora LG Carga Frontal 22KG WM22VV2S6BR Gris","https://www.ktronix.com/lavadora-lg-carga-frontal-22kg-wm22vv2s6br-gris/p/8806091466921","Lavadora LG Carga Frontal 22KG WM22VV2S6BR Gris","$4.259.900
                                            Hoy","AIDD (Inteligencia Artificial)","4.9","115 Opiniones","/medias/8806091466921-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyODI4fGltYWdlL2pwZWd8aW1hZ2VzL2g4YS9oMjAvMTE3Mjc0MzYzODIyMzguanBnfDZkNGZlYzZiODA3MTc0MDVlYjIwZWIyNzBjMWJlZTFiY2E3NmNhMWUxZTJlN2Y2N2M4YjU1YjM4YWE5NGI0MGU"
"1681685013-3044","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora HACEB Carga superior IVY 18 KG Digital Negro","https://www.ktronix.com/lavadora-haceb-carga-superior-ivy-18-kg-digital-negro/p/7704353431513","Lavadora HACEB Carga superior IVY 18 KG Digital Negro","$1.846.900
                                            Hoy","Múltiples programas y funciones","4.9","197 Opiniones","/medias/7704353431513-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNjY0fGltYWdlL2pwZWd8aW1hZ2VzL2gzNi9oZWMvMTA4MDEyNDg4Mjk0NzAuanBnfGQ4NjFkMWE2OWI1M2Y5ZDE2YjJlZjc3NjczNjMxNzYyMDhlZjYzMjIwMjM4ZDNjYzFjOWMwODlkNDBjODZkZDE"
