web-scraper-order,web-scraper-start-url,paginacion,referencias,referencias-href,nombre,precio,descripcion,puntuacion,opiniones,imagen-src
"1681684747-2988","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 15KG WWG15BSHLA  Gris","https://www.ktronix.com/lavadora-whirlpool-carga-superior-15kg-wwg15bshla-gris/p/7708228051257","Lavadora WHIRLPOOL Carga Superior 15KG WWG15BSHLA  Gris","$1.899.900
                                            Hoy","Sistema llenado de agua 3 dimensiones","4.8","141 Opiniones","/medias/7708228051257-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMjkwfGltYWdlL2pwZWd8aW1hZ2VzL2hkNS9oMGEvMTA5MDAyNjMyNzI0NzguanBnfDM1NWMzNjY2YWYzMmQyMTZlMTZkM2I4Mzg1MjUwNjJlNTY1MjZhMWJlYTI0OTlmNWExY2Q4YzBkYzhkNjhmZDU"
"1681684751-2989","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora CHALLENGER Carga Superior 11Kg CW5711 Gris","https://www.ktronix.com/lavadora-challenger-carga-superior-11kg-cw5711-gris/p/7705191042541","Lavadora CHALLENGER Carga Superior 11Kg CW5711 Gris","$1.559.900
                                            Hoy","Limpieza 360°  - Bajo desgaste y mejor cuidado para la ropa","5.0","21 Opiniones","/medias/7705191042541-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMTk1fGltYWdlL2pwZWd8aGY2L2g5OC8xMzQ0MTExMjkzMjM4Mi83NzA1MTkxMDQyNTQxXzAwMV82MFd4NjBIfDBmMDUzYzQ4ZWJkZjVmYjI2YmJlOTllMTQ2YTJjZGUwYzI0YjgzZjJjZjE0OWM4NDcwNjZiYzU5OTFiYmRjYWU"
"1681684755-2990","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Secadora LG Carga Frontal a gas 22KG DF22WV2BR Blanca","https://www.ktronix.com/secadora-lg-carga-frontal-a-gas-22kg-df22wv2br-blanca/p/8806091466969","Secadora LG Carga Frontal a gas 22KG DF22WV2BR Blanca","$3.569.900
                                            Hoy","Sistema a vapor TurboSteam™","5.0","1 Opinión","/medias/8806091466969-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyODg2fGltYWdlL2pwZWd8aW1hZ2VzL2g3ZC9oYmYvMTE3Mjc0NDg1NzE5MzQuanBnfDFiM2NkZTQ1YjVlNWJkYmU0ZTk3ZTdhZWEwNTE3NjVjNGY4MGI4ODNiZmJjYmMyMWU5ZGE3NjE4MDAxYWEwODk"
"1681684759-2991","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora SAMSUNG Carga Superior 15 Kilogramos WA15T5260BV Negro","https://www.ktronix.com/lavadora-samsung-carga-superior-15-kilogramos-wa15t5260bv-negro/p/8806090611131","Lavadora SAMSUNG Carga Superior 15 Kilogramos WA15T5260BV Negro","$2.079.900
                                            Hoy","20 años de garantía en el motor Digital Inverter","4.7","40 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806090611131-001.jpg?context=bWFzdGVyfGltYWdlc3wxNjMwfGltYWdlL2pwZWd8aDIwL2g4Mi8xMzQ5NjM1NzIyNDQ3OC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTA2MTExMzFfMDAxLmpwZ3wxZjY2ZDk5NDQ5MzlkNzg0ODcwNzA4N2Q1MjhlOGZhZjdmZmU3ZTE4Y2EyNzJmNjk1ZGY1NzMzMTg1NDRlZmVj"
"1681684764-2992","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Torre de Lavado y Secado WHIRLPOOL eléctrica 20KG 7MWET4027HW Blanco","https://www.ktronix.com/torre-lavado-secado-whirlpool-electrica-20kg-7mwet4027hw-blanco/p/883049449005","Torre de Lavado y Secado WHIRLPOOL eléctrica 20KG 7MWET4027HW Blanco","$6.269.900
                                            Hoy","9 programas de lavado, limpieza total","4.4","10 Opiniones","/medias/883049449005-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNTQ3fGltYWdlL2pwZWd8aW1hZ2VzL2g2Ny9oNGYvODg1MzU1ODM2MjE0Mi5qcGd8ZDM1YWRkZDkxZjlkMDJlMmY1ZGE1ZjdmNWNmY2FmOTYzZjg3ZGZhMTRkOGIwMTg4ZTVkNzg3NmNmYTA2MmE4MQ"
"1681684768-2993","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora HACEB Carga Superior 8.5KG PFD 9002375 GR Gris","https://www.ktronix.com/lavadora-haceb-carga-superior-85kg-pfd-9002375-gr-gris/p/7704353411485","Lavadora HACEB Carga Superior 8.5KG PFD 9002375 GR Gris","$1.443.100
                                            Hoy","Sistema multitemperatura: agua fria, tibia o caliente","4.8","75 Opiniones","/medias/7704353411485-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMDk0fGltYWdlL2pwZWd8aW1hZ2VzL2hlYi9oOTcvMTA3MTg5MDcxMDUzMTAuanBnfDdlNzJiM2QyNzNhYzQ5NTZlMzQ1Y2ZjMGFhY2RhOTI5ZTIwNTcwMjJmM2NlYWI5ZWQzMTY2Y2Y2ZTJlMzg2YzY"
"1681684774-2994","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora secadora Carga Frontal 10,1 kg","https://www.ktronix.com/lavadora-secadora-carga-frontal-101-kg/p/7501545510465","Lavadora secadora Carga Frontal 10,1 kg","$3.299.900
                                            Hoy","Sistema de lavado de Alta Eficiencia HE","4.6","28 Opiniones","/medias/7501545510465-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzMTkyfGltYWdlL2pwZWd8aW1hZ2VzL2g2MC9oYjMvMTAzNzMxNzQ3ODgxMjYuanBnfDE5YmJkNzhhNDI5MTU4M2IwNDg0NmE5NTkxNGRjMzgyYzJjMjA5NzI4MzcwNDM3Y2Q5YjlmZGVhNTRjZGUyMzM"
"1681684778-2995","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora LG Carga Frontal 22KG WM22BWV2SBR Blanca","https://www.ktronix.com/lavadora-lg-carga-frontal-22kg-wm22bwv2sbr-blanca/p/8806091466945","Lavadora LG Carga Frontal 22KG WM22BWV2SBR Blanca","$4.001.900
                                            Hoy","AIDD (Inteligencia Artificial)","4.9","15 Opiniones","/medias/8806091466945-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzMjQ4fGltYWdlL2pwZWd8aW1hZ2VzL2hmNi9oYTQvMTE3Mjc0NDI2NzM2OTQuanBnfDUyMWQ4ZGEzMTg2OGU1MDA1OTQyMWNmZmY0MzI4ZWE2MDNmNjc0ZTdkYjU2NWQ5ZWE2MTcwZTMwMWU4N2VlYjk"
"1681684784-2996","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora LG Carga Superior 21 KG WT21WT6HKA Blanca","https://www.ktronix.com/lavadora-lg-carga-superior-21-kg-wt21wt6hka-blanca/p/8806091505910","Lavadora LG Carga Superior 21 KG WT21WT6HKA Blanca","$2.999.900
                                            Hoy","Motor Inverter Directo","4.5","14 Opiniones","/medias/8806091505910-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMjE5fGltYWdlL2pwZWd8aW1hZ2VzL2g5MC9oYjUvMTE0NDUyNzcxMzA3ODIuanBnfDAwYzI2NmRjZGZmNjUzNjM5YWFjMzFmNmVjYWUzM2UxNTNjMGU3ZmRkZjZjMjAwZTY0ZTA5NmVkMDM5YzhhYzY"
"1681684790-2997","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 17KG WW17KTAHLA Negro","https://www.ktronix.com/lavadora-whirlpool-carga-superior-17kg-ww17ktahla-negro/p/7708228051202","Lavadora WHIRLPOOL Carga Superior 17KG WW17KTAHLA Negro","$1.989.900
                                            Hoy","Smart Action: Combina 3 tecnologías inteligentes","4.8","61 Opiniones","/medias/7708228051202-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMjMwfGltYWdlL2pwZWd8aW1hZ2VzL2hmYS9oOGYvMTE1MjcyMDUwOTM0MDYuanBnfDIxMDVkZTg4MDQxNWQwOWY4ZDRkM2FlNjU3YWVhMzM1Yzc1ZmZjYjYwOTZlM2U3MGEzZWVlNmU0YTcyMjdkY2Y"
"1681684793-2998","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora HACEB Semi Automática 7 KG OASIS Blanco","https://www.ktronix.com/lavadora-haceb-semi-automatica-7-kg-oasis-blanco/p/7704353444193","Lavadora HACEB Semi Automática 7 KG OASIS Blanco","$802.900
                                            Hoy","Lavado por corrientes de agua que optimizan el lavado","4.9","7 Opiniones","/medias/7704353444193-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxODQxfGltYWdlL2pwZWd8aDI4L2hjNy8xMzQ1NTU1NzA2Njc4Mi83NzA0MzUzNDQ0MTkzXzAwMV82MFd4NjBIfDFkMWI5YzE0ZGRmYWM5YTYzNDg2NGU5ZTAwMzgxZjlhZjllYmRhYWFmZTAzZjBlNGU0NDBmNmY5OTEzNjg3NGE"
"1681684798-2999","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora CHALLENGER Carga Superior 13Kg CW5713 Gris","https://www.ktronix.com/lavadora-challenger-carga-superior-13kg-cw5713-gris/p/7705191042558","Lavadora CHALLENGER Carga Superior 13Kg CW5713 Gris","$1.652.900
                                            Hoy","Limpieza 360°  - Bajo desgaste y mejor cuidado para la ropa","5.0","6 Opiniones","/medias/7705191042558-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMjQ0fGltYWdlL2pwZWd8aDgxL2gyYy8xMzQ0MTExNTg4MTUwMi83NzA1MTkxMDQyNTU4XzAwMV82MFd4NjBIfGI0ZjAxZjA0NDNiNzhmMTgzM2NjMGY3N2VlZjY1Mzk2ZTU3N2RlNzQ5ZjI5NGZjOTNhNWRiZGYxZmJhZWNiMjk"
"1681684806-3000","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora Secadora KALLEY carga frontal 12 kg K-LAVSE12GO Gris","https://www.ktronix.com/lavadora-secadora-kalley-carga-frontal-12-kg-k-lavse12go-gris/p/7705946583558","Lavadora Secadora KALLEY carga frontal 12 kg K-LAVSE12GO Gris","$2.699.900
                                            Hoy","Ahorra hasta un 23% de energía y 33% de agua.","4.6","192 Opiniones","/medias/7705946583558-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyNTgxfGltYWdlL2pwZWd8aW1hZ2VzL2hlZi9oYWQvOTQxNDY0OTMxNTM1OC5qcGd8ZTk2NDdlYzNkOGFjZTM1ZTk0YTc3MTI5MGQ4MzJkNzI4YmViMzUzMjRjMDMxOTUzMmZlNDZiODBmOGMyYzQ1YQ"
"1681684811-3001","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora LG Carga Superior 13 Kilogramos WT13DSBP Plateado","https://www.ktronix.com/lavadora-lg-carga-superior-13-kilogramos-wt13dsbp-plateado/p/8935244502169","Lavadora LG Carga Superior 13 Kilogramos WT13DSBP Plateado","$1.979.900
                                            Hoy","Motor Smart Inverter con 10 años de garantía","4.9","212 Opiniones","/medias/8935244502169-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxOTk4fGltYWdlL2pwZWd8aW1hZ2VzL2hjOC9oZGEvODk4NjEzNjYwODc5OC5qcGd8Y2IwNDRiZjNmODY2ZWRlOWNhNWY1YjIyMTM5YmU0YzFlNDhmZmMwMzg3ZmFiOWJkNTc3YzYyZTk5OGI1MmY2Zg"
"1681684815-3002","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora HACEB Carga Superior 20 KG ZOÜ Digital Negro","https://www.ktronix.com/lavadora-haceb-carga-superior-20-kg-zou-digital-negro/p/7704353446661","Lavadora HACEB Carga Superior 20 KG ZOÜ Digital Negro","$2.099.900
                                            Hoy","Lavado inteligente,nivel de agua de acuerdo a número prendas","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-7704353446661-001.jpg?context=bWFzdGVyfGltYWdlc3wxODk1fGltYWdlL2pwZWd8aDdkL2gxYS8xMzcxNDQ5MDU4OTIxNC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc3MDQzNTM0NDY2NjFfMDAxLmpwZ3w5ZDIyZWFkY2U3NjVkMjUxYjAzNjExNjQ2NzcxMmY1NTU2ZDQ3NzliMTFjYjcxYjgwMTVhOGVjNzI3OTE3YWU1"
"1681684821-3003","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora LG Carga Superior 17KG WT17BSS6H1 Negro","https://www.ktronix.com/lavadora-lg-carga-superior-17kg-wt17bss6h1-negro/p/8806091633255","Lavadora LG Carga Superior 17KG WT17BSS6H1 Negro","$2.783.900
                                            Hoy","Motor HEDD Inverter Direct Drive","4.9","16 Opiniones","/medias/8806091633255-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNzI4fGltYWdlL2pwZWd8aW1hZ2VzL2gyZC9oOGUvMTE3Mjc0NTM5NDU4ODYuanBnfDI0YThlYjQzNjkzYzNkNjA3MGYwY2JkMDE1ZmFkN2RhODlmZTFjNTE2MmUzNTJjYTBiOTc4NTBhOTg0N2YxNWM"
"1681684825-3004","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora SAMSUNG Carga Frontal 11KG WW11J4473PX/CO Inox","https://www.ktronix.com/lavadora-samsung-carga-frontal-11kg-ww11j4473px-co-inox/p/8806092876989","Lavadora SAMSUNG Carga Frontal 11KG WW11J4473PX/CO Inox","$2.699.900
                                            Hoy","20 años de garantía en el motor Digital Inverter","4.9","45 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806092876989-001.jpg?context=bWFzdGVyfGltYWdlc3wxOTUyfGltYWdlL2pwZWd8aDFjL2g3ZS8xMzQ5NjQ0Njg3NzcyNi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTI4NzY5ODlfMDAxLmpwZ3w2NGFkZGRkNDM0MGU2YTY1NTU4YTVjZThjNWZjYWJlNTAwZWIwOWRmYjVmMzFkYWVhYjg5OWY4MDAzNzU1YjZl"
"1681684831-3005","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora Secadora LG Carga Frontal 14KG WD14VVC4S6 Gris","https://www.ktronix.com/lavadora-secadora-lg-carga-frontal-14kg-wd14vvc4s6-gris/p/8806091487285","Lavadora Secadora LG Carga Frontal 14KG WD14VVC4S6 Gris","$3.598.900
                                            Hoy","Inteligencia Artificial
con  AI DD™","4.7","73 Opiniones","/medias/8806091487285-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxODU5fGltYWdlL2pwZWd8aW1hZ2VzL2g2YS9oYzYvMTA4MTA1OTM4MDQzMTguanBnfDJkZjc3ZTEwYmIyOTNmMGFiMTIwMDIzOTU5OGFkYTcyNzkzOTczZjg1MThmOWYxNTg1ZWVmMTY4MDQ5Nzc2OTU"
"1681684835-3006","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora Secadora SAMSUNG Carga Frontal 22 Kilogramos WD22T6500GV/CO Negra","https://www.ktronix.com/lavadora-secadora-samsung-carga-frontal-22-kilogramos-wd22t6500gv-co-negra/p/8806090746178","Lavadora Secadora SAMSUNG Carga Frontal 22 Kilogramos WD22T6500GV/CO Negra","$5.439.900
                                            Hoy","20 años de garantía en el motor Digital Inverter","4.7","86 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806090746178-001.jpg?context=bWFzdGVyfGltYWdlc3wxNzU1fGltYWdlL2pwZWd8aDljL2g3OC8xMzQ5NjM3MzczOTU1MC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTA3NDYxNzhfMDAxLmpwZ3xiN2ExMGM2N2E0ODA0ZWQxNGM2MDkzODIzNDViNzcwZmQwMmQ2NmE5Y2ZhODBhMTE0NzE4ODI0YzM3ZjlmNDI1"
"1681684839-3007","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora/Secadora SAMSUNG Carga Frontal 18KG WD18T6000GP/CO Inox","https://www.ktronix.com/lavadora-secadora-samsung-carga-frontal-18kg-wd18t6000gp-co-inox/p/8806094735628","Lavadora/Secadora SAMSUNG Carga Frontal 18KG WD18T6000GP/CO Inox","$3.999.900
                                            Hoy","20 años de garantía en el motor Digital Inverter","5.0","3 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806094735628-001.jpg?context=bWFzdGVyfGltYWdlc3wxODg1fGltYWdlL2pwZWd8aGY3L2hlZi8xMzY0MjE0Mjk3Mzk4Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTQ3MzU2MjhfMDAxLmpwZ3w1OTBkYTdmYjM2MTMyODc1ZDhiNmE2MTQyYTliNTBjOGY2OGUzYmQ5MmY5Zjg4YmU1ZGQxNjE0MGUwZGI0ZGM3"
"1681684845-3008","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora LG Carga Superior 23 KG WT23VT6HA Gris","https://www.ktronix.com/lavadora-lg-carga-superior-23-kg-wt23vt6ha-gris/p/8806091527042","Lavadora LG Carga Superior 23 KG WT23VT6HA Gris","$3.247.900
                                            Hoy","Motor Inverter Directo","4.8","34 Opiniones","/medias/8806091527042-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNjQ5fGltYWdlL2pwZWd8aW1hZ2VzL2g5Yi9oM2IvMTE0NDUyODk1ODI2MjIuanBnfGYzMGIxOGQyN2M2NzI0NGJiYmYwYzI2MjFmZmY0ZGRiODgzNGY4Nzk1M2ZkNjhmMjZmMzJjZjc5YzUxODYyYjM"
"1681684850-3009","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora/Secadora SAMSUNG Carga Frontal 16KG WD16T6000GP/CO Inox","https://www.ktronix.com/lavadora-secadora-samsung-carga-frontal-16kg-wd16t6000gp-co-inox/p/8806094108385","Lavadora/Secadora SAMSUNG Carga Frontal 16KG WD16T6000GP/CO Inox","$3.799.900
                                            Hoy","20 años de garantía en el motor Digital Inverter","4.7","61 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806094108385-001.jpg?context=bWFzdGVyfGltYWdlc3wxNzU2fGltYWdlL2pwZWd8aDE0L2g4Yy8xMzUwODE0Njk1NDI3MC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTQxMDgzODVfMDAxLmpwZ3xiMzVjODBhN2ZlODdlNzYyZGVmM2YwYzNmYTIzYTRkZDc0MzM5NGVlZmJlOTRiOGM4YmVlMzc1ZmUxYTUzZWVl"
"1681684855-3010","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora/Secadora LG Carga Frontal 16KG WD16EG2S6 AI Gris","https://www.ktronix.com/lavadora-secadora-lg-carga-frontal-16kg-wd16eg2s6-ai-gris/p/8806098404926","Lavadora/Secadora LG  Carga Frontal 16KG WD16EG2S6 AI Gris","$3.899.900
                                            Hoy","AI DD™ Inteligencia Artificial, cuidado Inteligente de las prendas","4.8","214 Opiniones","/medias/8806098404926-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzNDM2fGltYWdlL2pwZWd8aW1hZ2VzL2gwMC9oODUvOTc0NDU1Mjg4NjMwMi5qcGd8YjQ2NzY3MjczYjg3NDdhMzljNTZlMzYyN2NjZjU1ZGIxNGIxYWQ3OGVhNzFlNzdjYjE0MjcyNjRmZWM5NmQ5YQ"
"1681684860-3011","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Torre de lavado y secado LG Washtower 22KG WK22BS6 Blanco","https://www.ktronix.com/torre-lavado-secado-lg-washtower-22kg-wk22bs6-blanco/p/8806091259424","Torre de lavado y secado LG Washtower 22KG WK22BS6 Blanco","$8.059.900
                                            Hoy","Inteligencia Artificial
con  AI DD™ & AI Sensor Dry™","4.8","46 Opiniones","/medias/8806091259424-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMDM5fGltYWdlL2pwZWd8aW1hZ2VzL2hkZi9oYmUvMTA0MTkwMjcyMTQzNjYuanBnfDFkMGNlODdhMjcyYTQ3YjIxYzczYTllMzczZTAzZjBhNDVkOWUzNjY0YjQzZWE2NWYxNjEzMDQxNzZhZTI3ODc"
"1681684864-3012","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Secadora SAMSUNG Carga Frontal 20 Kilogramos DVG20T6000W/CO Blanca","https://www.ktronix.com/secadora-samsung-carga-frontal-20-kilogramos-dvg20t6000w-co-blanca/p/8806090586996","Secadora SAMSUNG Carga Frontal 20 Kilogramos DVG20T6000W/CO Blanca","$2.919.900
                                            Hoy","20 Kg de capacidad, espacio perfecto para hogares grandes","4.9","36 Opiniones","/medias/8806090586996-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyNzM1fGltYWdlL2pwZWd8aW1hZ2VzL2hkYy9oNDEvMTAzNzA0NjkxMzQzNjYuanBnfDVmYWQ0Y2JkNmMzZDJiODNhYjU4ODY2YmI0YWNiNTgyNGM1NDU1NjBhNTA4NjBmYjZiZWE2MzM5NWYwZGRlYzY"
"1681684869-3013","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora Secadora LG Carga Frontal 14KG WD14BVC2S6 Negro","https://www.ktronix.com/lavadora-secadora-lg-carga-frontal-14kg-wd14bvc2s6-negro/p/8806091221704","Lavadora Secadora LG Carga Frontal 14KG WD14BVC2S6 Negro","$3.720.900
                                            Hoy","Inteligencia Artificial
con  AI DD™","4.6","31 Opiniones","/medias/8806091221704-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNzk1fGltYWdlL2pwZWd8aW1hZ2VzL2gxZi9oNzgvMTA4MTA1ODcwMjEzNDIuanBnfDZjOWUyMWIwYTU5MDI3NzdmZTQ5MjFiYTU1NDM5YjE0ZmJkN2Q2ZGI3NjdiNDdiOGRjM2I1NTczZjBjY2VmMzA"
"1681684873-3014","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora HACEB Carga superior MIZÜ 18 KG Manual Grafito","https://www.ktronix.com/lavadora-haceb-carga-superior-mizu-18-kg-manual-grafito/p/7704353431490","Lavadora HACEB Carga superior MIZÜ 18 KG Manual Grafito","$1.982.900
                                            Hoy","Múltiples programas y funciones","4.7","32 Opiniones","/medias/7704353431490-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNTQ5fGltYWdlL2pwZWd8aW1hZ2VzL2g1OC9oMzgvMTA4MDEyMzY5MDE5MTguanBnfDg5MDY0ODU1MmUyYTg0OTQ2NjM1NjU2OWFjZjg5MDQ3ZTQ0M2JjODNlOTY1ZDQ2ZWRhYmIyMmM5YmI3NzlhNzM"
"1681684878-3015","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Set TwinWash LG Carga Frontal 25,5 Kg (22 Lavadora+Mini lavadora 3,5 Kg)","https://www.ktronix.com/set-twinwash-lg-carga-frontal-255-kg-22-lavadora-mini-lavadora-35-kg/p/8806091937124","Set TwinWash LG Carga Frontal 25,5 Kg (22 Lavadora+Mini lavadora 3,5 Kg)","$5.699.900
                                            Hoy","Motor Inverter: temperatura + estable, - gasto energético","4.0","1 Opinión","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806091937124-001.jpg?context=bWFzdGVyfGltYWdlc3wxODM0fGltYWdlL2pwZWd8aGZkL2hiZi8xMzUxNjE4MzUwMjg3OC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTE5MzcxMjRfMDAxLmpwZ3wyNzU0YzY5OTg0M2JiOGQ0MThlODAxYjNlZTdiZjAzMmI3MzU5Yzk2OGM2NDc0ODgxMzIyNDE0MGU5YWFlNDIw"
"1681684883-3016","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora/Secadora LG Carga Frontal 22KG WD22VV2S6BR Plateado","https://www.ktronix.com/lavadora-secadora-lg-carga-frontal-22kg-wd22vv2s6br-plateado/p/8806091466839","Lavadora/Secadora LG Carga Frontal 22KG WD22VV2S6BR Plateado","$5.292.900
                                            Hoy","AIDD (Inteligencia Artificial)","5.0","11 Opiniones","/medias/8806091466839-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzMTA0fGltYWdlL2pwZWd8aDk3L2gxYy8xMzM3NDcyMzY1MzY2Mi84ODA2MDkxNDY2ODM5XzAwMV82MFd4NjBIfDZlYjU2MDRmY2UwZGViY2RmOTQ3MjIwOWZlYTc5YmE3MWRhYzliMzNjMTRmNzJjMzdmNWUyNWE2Zjk1MmVmNGY"
