web-scraper-order,web-scraper-start-url,referencias,referencias-href,paginacion,nombre,precio,descripcion,puntuacion,opiniones,imagen-src
"1681669569-1810","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Minicomponente PANASONIC MAX3600 2400 Watts Negro Equipo de Sonido","https://www.ktronix.com/minicomponente-panasonic-max3600-2400-watts-negro-equipo-sonido/p/885170372030","","Minicomponente PANASONIC MAX3600 2400 Watts Negro Equipo de Sonido","$1.749.900
                                            Hoy","AIRQUAKE BASS: Para graves más potentes y sonido claro","5.0","1 Opinión","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-885170372030-001.jpg?context=bWFzdGVyfGltYWdlc3wyNjk0fGltYWdlL2pwZWd8aGY1L2hiZC8xMzQ3OTk4ODYyNTQzOC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4NTE3MDM3MjAzMF8wMDEuanBnfDc0NGI0MTM3YjBmZjYxYjA5YTgzODMyZjAzNDFiY2UyNGI1MGZiODZlNzcyNzdhOTgxMmEyNjVjNzUxNmUxYWM"
"1681669573-1811","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante KALLEY K-SPK100W Negro","https://www.ktronix.com/parlante-kalley-k-spk100w-negro/p/7705946922968","","Parlante KALLEY K-SPK100W Negro","$699.900
                                            Hoy","Hasta 8 horas de Batería, llévalo a donde quieras","4.8","6 Opiniones","/medias/7705946922968-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyOTE4fGltYWdlL2pwZWd8aW1hZ2VzL2gyMy9oNmYvMTE3NDA1NDczNTA1NTguanBnfDU4NThkZjAxMzc5Mjg2M2Q1ZDhkNTUwNDk2OWE1Y2MxMDZmN2I4NjFkODA4ZTNjZmY0ODM0NDkyZTQ0NDI0YmE"
"1681669577-1812","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante BOSE SoundLink Flex Azul","https://www.ktronix.com/parlante-bose-soundlink-flex-azul/p/017817832021","","Parlante BOSE SoundLink Flex Azul","$799.900
                                            Hoy","Bose PositionIQ: detecta la orientación del parlante","5.0","50 Opiniones","/medias/017817832021-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNjY2fGltYWdlL2pwZWd8aW1hZ2VzL2hhYS9oMzcvMTE0NDUwNjQwMDc3MTAuanBnfGI2MTA2NzEwNGI0MTZjOWNmZmQzOTIyM2I3MGUwYTg4ZGI4MmVkMDljNTJlMjYxM2NkNGZkOTkyZjkwMTlmZDc"
"1681669582-1813","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante Asistente de Voz GOOGLE Nest Mini Negro","https://www.ktronix.com/parlante-asistente-voz-google-nest-mini-negro/p/193575008745","","Parlante Asistente de Voz GOOGLE Nest Mini Negro","$239.900
                                            Hoy","La música suena mejor y más nítida con más potencia y bajos","4.8","30 Opiniones","/medias/193575008745-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMjY5fGltYWdlL2pwZWd8aW1hZ2VzL2gwMy9oZDUvMTA2MTg2Nzg3NzE3NDIuanBnfDAyYTYwNWQzY2E1YjVmYTUzNTc2NjY4ODM5Mjc2MzQxMjU4ZDM1NjM1ZjVlMzk1YTBmNjY1N2M4ZDU1NjQ5Njc"
"1681669586-1814","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Minicomponente SONY SRS-XP700 140 Watts Negro Torre de Sonido","https://www.ktronix.com/minicomponente-sony-srs-xp700-140-watts-negro-torre-sonido/p/4548736123687","","Minicomponente SONY SRS-XP700 140 Watts Negro Torre de Sonido","$1.699.900
                                            Hoy","Sonidos claros y profundos gracias a X-Balanced Speaker","4.9","8 Opiniones","/medias/4548736123687-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxOTA1fGltYWdlL2pwZWd8aW1hZ2VzL2gwMS9oODEvMTE3NDA1NDI2MzE5NjYuanBnfGQ5NGRkZmFkNDkwNjY1YjY5ZjY3ZGNlZDc1YmM0ODdkYzE1ZTY5YjFkYmZkYmUyYWQxOGFlNTkwOWM1M2ExZjc"
"1681669590-1815","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Barra de Sonido LG S80QY Negro","https://www.ktronix.com/barra-sonido-lg-s80qy-negro/p/8806091764836","","Barra de Sonido LG S80QY Negro","$2.499.900
                                            Hoy","Con Triple canal superior: Escenario sonoro más amplio","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806091764836-001.jpg?context=bWFzdGVyfGltYWdlc3wxMTE5fGltYWdlL2pwZWd8aGUzL2hiYi8xMzQ3OTk1OTcyNDA2Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTE3NjQ4MzZfMDAxLmpwZ3w3MDZmZWRjOTcyYjNhYTNhMjI5MDAzYTJkM2FmODY1MDdlNWMwM2I5NjlkOGQ5ZTg2ODkyMDRlZDhmMTM4YzFh"
"1681669594-1816","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante KALLEY K-BSK8W Negro","https://www.ktronix.com/parlante-kalley-k-bsk8w-negro/p/7705946675321","","Parlante KALLEY K-BSK8W Negro","$99.900
                                            Hoy","Disfruta de tu música favorita: Bluetooth, entrada USB y entrada Auxiliar (RCA)","4.7","139 Opiniones","/medias/7705946675321-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzNDU3fGltYWdlL2pwZWd8aW1hZ2VzL2hhZS9oZGUvOTY5NjI4MzA5OTE2Ni5qcGd8N2QwOTNkZjcyMWE4NGViNTBlZWYyZTVmYzc5MjI5NjMzZDUwOGI3NTlmMzAwYjEwYjdhZjllNTJhYzcxZDA0Mg"
"1681669599-1817","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante Asistente de Voz GOOGLE Nest Mini Gris","https://www.ktronix.com/parlante-asistente-voz-google-nest-mini-gris/p/193575008721","","Parlante Asistente de Voz GOOGLE Nest Mini Gris","$239.900
                                            Hoy","La música suena mejor y más nítida con más potencia y bajos","4.8","30 Opiniones","/medias/193575008721-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNTc5fGltYWdlL2pwZWd8aW1hZ2VzL2hmMi9oMDAvMTA2MTg2NzY4NzExOTguanBnfGUwYzZhM2Q1MWExZTA4YjNkZWFkYTVmN2Y2NDk4OTRmY2Q5ZGY1Njc0NTliNDQ2MzU0YTI3OWE4OTJhNzAxNmU"
"1681669604-1818","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante JBL Inalámbrico Bluetooth GO Essential 3.1W Negro","https://www.ktronix.com/parlante-jbl-inalambrico-bluetooth-go-essential-31w-negro/p/6925281995613","","Parlante JBL Inalámbrico Bluetooth GO Essential 3.1W Negro","$145.900
                                            Hoy","Resistencia al agua IPX7 para ir a la piscina o al parque","5.0","19 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-6925281995613-001.jpg?context=bWFzdGVyfGltYWdlc3wyMDA2fGltYWdlL2pwZWd8aGRmL2g0MS8xMzU0MDQ0NjUwMjk0Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzY5MjUyODE5OTU2MTNfMDAxLmpwZ3xmMjczYzZmOThhN2EzZWJmYmZjYWJiZWFiMmEwNjEwOTEwNmViNzcyMTYyZjQzMzAwZjQ2MGVkMDkxOTk5MDNl"
"1681669608-1819","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Barra de Sonido SAMSUNG HW-B550B/ZL Negro","https://www.ktronix.com/barra-sonido-samsung-hw-b550b-zl-negro/p/8806094189094","","Barra de Sonido SAMSUNG HW-B550B/ZL Negro","$699.900
                                            Hoy","Incluye puerto optico: Audio de alta calidad","4.9","35 Opiniones","/medias/8806094189094-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNDY2fGltYWdlL2pwZWd8aDk2L2hmYi8xMzM0OTA0MjQ4NzMyNi84ODA2MDk0MTg5MDk0XzAwMV82MFd4NjBIfGMyNWU5YTM3YjY0NmU2M2ZjMjc3NWQ3NzU2MDM0NmJlYWE0NTEwMDdmYzZmMTg2ZmJlYWFjZDI2MmRlYjNlMTE"
"1681669612-1820","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante BOSE Sdlink RevolveII Plateado","https://www.ktronix.com/parlante-bose-sdlink-revolveii-plateado/p/017817834322","","Parlante BOSE Sdlink RevolveII Plateado","$1.099.900
                                            Hoy","La carcasa de aluminio es resistente al agua y polvo (IP55).","4.8","42 Opiniones","/medias/017817834322-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNzM0fGltYWdlL2pwZWd8aW1hZ2VzL2hhZC9oNGQvMTMzMjk5NDk4NTE2NzguanBnfGM3NGU1NGI5M2E3NjA4MGUxZjJlZWNmODFkYmE5NzBkMGEzMzUzZWZkZjhhODNmODZhY2VmNDMzYjFhMDUyMTc"
"1681669617-1821","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Minicomponente LG CL87 2350 Watts Negro Equipo de Sonido","https://www.ktronix.com/minicomponente-lg-cl87-2350-watts-negro-equipo-sonido/p/8806091676696","","Minicomponente LG CL87 2350 Watts Negro Equipo de Sonido","$1.399.900
                                            Hoy","2350W de pontencia con excelente fidelidad de sonido","5.0","4 Opiniones","/medias/8806091676696-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzMDE2fGltYWdlL2pwZWd8aW1hZ2VzL2g5Yi9oZTUvMTI0MDYwMDQyMTk5MzQuanBnfDlmMjEyMDk1YTA3ZjI3OTgwYWFkYmI4ODQ1ZTQ5N2NiZWIzNjg5ZTA1NjVhZDY4OWNjY2Y0NjQ1MDczOWEzYTY"
"1681669621-1822","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante JBL Inalámbrico Bluetooth Xtreme 3 50W Negro","https://www.ktronix.com/parlante-jbl-inalambrico-bluetooth-xtreme-3-50w-negro/p/6925281977459","","Parlante JBL Inalámbrico Bluetooth Xtreme 3 50W Negro","$1.399.900
                                            Hoy","Mantén tu fiesta día y noche, su batería dura hasta 15 horas","null","null","/medias/6925281977459-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxOTMxfGltYWdlL2pwZWd8aDhjL2gyZC8xMzQ1NTI5NTExOTM5MC82OTI1MjgxOTc3NDU5XzAwMV82MFd4NjBIfGJmNjlmN2EzNjNlMjI1OWMxNTNhYzE2NDhlZmE5NzZjY2ViN2MyZTdhNTQxZGQwNzY0YzQ4MTRhZjE1ZmJmNTI"
"1681669625-1823","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Minicomponente PANASONIC TMAX50 2000 Watts Negro Torre de Sonido","https://www.ktronix.com/minicomponente-panasonic-tmax50-2000-watts-negro-torre-sonido/p/885170362871","","Minicomponente PANASONIC TMAX50 2000 Watts Negro Torre de Sonido","$1.899.900
                                            Hoy","Doble Super Woofer de 20cm / AIRQUAKE BASS","4.8","26 Opiniones","/medias/885170362871-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMjExfGltYWdlL2pwZWd8aW1hZ2VzL2hmOS9oYjYvOTE0MDAzNTcxNTEwMi5qcGd8ZDg3YzA3NzVhZTc2NzlhOTBlNzZlYTNjNWUwNmQ1ZTNlZDhmMzkzZmY2NmFiZDMzMjRjMzViZTEzZWY5ZTNmYQ"
"1681669630-1824","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante BOSE Home Speaker Plateado","https://www.ktronix.com/parlante-bose-home-speaker-plateado/p/017817801751","","Parlante BOSE Home Speaker Plateado","$2.099.900
                                            Hoy","Conectividad versátil: Wi-Fi, Bluetooth y Apple AirPlay 2","4.4","56 Opiniones","/medias/017817801751-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNjU1fGltYWdlL2pwZWd8aW1hZ2VzL2hlNy9oMGUvOTM1NzU4MzQ1MDE0Mi5qcGd8NTdkMjExOGRjZDZkMmZmYjBlNzc3ZjY4MzYxOTFiYWEwZWY5NzY2ODU1MzQ1OTJmNjYzZTI1MDQxMzZlYTMyMA"
"1681669635-1825","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante KALLEY K-BSK15W Negro","https://www.ktronix.com/parlante-kalley-k-bsk15w-negro/p/7705946675338","","Parlante KALLEY K-BSK15W Negro","$184.900
                                            Hoy","Disfruta de tu música favorita: Bluetooth, entrada USB y entrada Auxiliar (RCA)","4.6","75 Opiniones","/medias/7705946675338-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyODYxfGltYWdlL2pwZWd8aW1hZ2VzL2gwOC9oN2IvOTY5NjI4NjI0NDg5NC5qcGd8NzMxZTczNWI2YTg1YjQzMTdkYTg0ZjczOWY0YmVjMTMxMDNmMzljMTkzOGJmOWFmYjk1OTZmNmE3NGUyZjEwNA"
"1681669639-1826","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante KALLEY K-SPK70BLED Negro","https://www.ktronix.com/parlante-kalley-k-spk70bled-negro/p/7705946251518","","Parlante KALLEY K-SPK70BLED Negro","$659.900
                                            Hoy","Disfruta de tu música favorita: Bluetooth, Memoria USB, SD y auxiliar.","4.8","4 Opiniones","/medias/7705946251518-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0MTczfGltYWdlL2pwZWd8aW1hZ2VzL2g2Zi9oMDYvODkyMjM2NzQ1OTM1OC5qcGd8YWFlNmYyMWE5ZGEyZjkyNTAxNzQ1MGQyZjU1MTc2MDVjZjk5NTg0M2QwNmRmYTRiMTI5OTFlYTUyYmNmMDA2ZQ"
"1681669644-1827","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante BOSE Soundlink Micro Negro","https://www.ktronix.com/parlante-bose-soundlink-micro-negro/p/017817768429","","Parlante BOSE Soundlink Micro Negro","$699.900
                                            Hoy","Botón multifunción, accede a Siri y Google de tu teléfono","4.8","91 Opiniones","/medias/017817768429-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMjEwfGltYWdlL2pwZWd8aW1hZ2VzL2gzYy9oNDgvODgwNTQ1MDQ0ODkyNi5qcGd8OWMzMzY2YTRhYzdkYzAzMTBkMDcyMjE4OTk3ZDgxMWU5ODhlNWRmOGNiY2MzMDE2NDU5N2ZhMzljNjE2NWRiMQ"
"1681669648-1828","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante JBL Partybox 110 Negro","https://www.ktronix.com/parlante-jbl-partybox-110-negro/p/6925281986383","","Parlante JBL Partybox 110 Negro","$1.999.900
                                            Hoy","Haz sonar la fiesta con los 160 vatios de sonido","5.0","1 Opinión","/medias/6925281986383-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzOTU3fGltYWdlL2pwZWd8aDBhL2hkNy8xMzQ2MjI0NDI2MTkxOC82OTI1MjgxOTg2MzgzXzAwMV82MFd4NjBIfDMyYzViOGE2N2FjMDQ5NjMxOGU3YmE2YTgxMmM2ZjVmZTVlNzg1YjI4YTFkYjEzM2ViNzQ3ZWQ4YTVkOWFiNjg"
"1681669652-1829","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Barra de Sonido JBL SB120 Negro","https://www.ktronix.com/barra-sonido-jbl-sb120-negro/p/6925281990601","","Barra de Sonido JBL SB120 Negro","$399.900
                                            Hoy","Sonido que ofrece una experiencia de cine envolvente","4.8","17 Opiniones","/medias/6925281990601-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMDcwfGltYWdlL2pwZWd8aW1hZ2VzL2hmYS9oOWUvMTE1ODcyOTkxMTUwMzguanBnfGU5YjE4ZGVlZGJhNjMwMmY1M2IzNDIwY2IyMGFiNWZiMGI5ZDliYzU1ZjM1YTQ3NDY1OTYxMzFjZDlmNGUwMzE"
"1681669656-1830","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante JBL Inalámbrico Bluetooth Xtreme 3 50W Azul","https://www.ktronix.com/parlante-jbl-inalambrico-bluetooth-xtreme-3-50w-azul/p/6925281977466","","Parlante JBL Inalámbrico Bluetooth Xtreme 3 50W Azul","$1.399.900
                                            Hoy","Mantén tu fiesta día y noche, su batería dura hasta 15 horas","5.0","1 Opinión","/medias/6925281977466-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyNTExfGltYWdlL2pwZWd8aGY0L2hmMy8xMzQ1NTI5NzQ3ODY4Ni82OTI1MjgxOTc3NDY2XzAwMV82MFd4NjBIfGUzYjdiOGFhZDE3OTE4NjU1ZTAxMDAwYzA4OGRkOTRiZmQzN2E4YzUyODc0YjI4YTVjNDgwMjU4ZmRiNDFmODM"
"1681669661-1831","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante JBL GO3 Bluetooth Negro","https://www.ktronix.com/parlante-jbl-go3-bluetooth-negro/p/6925281975509","","Parlante JBL GO3 Bluetooth Negro","$229.900
                                            Hoy","Resistente al polvo y al agua para ir a la piscina o playa","4.9","43 Opiniones","/medias/6925281975509-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyNTI4fGltYWdlL2pwZWd8aW1hZ2VzL2hiZC9oYTcvMTA2MjA5NTQ0MTEwMzguanBnfDdkNzdkMDE1OTFiNWFkZTJkNzRjMzlhMGQ2MmFlNGFmZDIyNWQ4N2I4YmRhMmUyOGMzMDY2NjFkZjdiYmUzMzk"
"1681669666-1832","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlantes BOSE SURROUND SPEAKERS 700 Negro","https://www.ktronix.com/parlantes-bose-surround-speakers-700-negro/p/017817806930","","Parlantes BOSE SURROUND SPEAKERS 700 Negro","$2.699.900
                                            Hoy","2 receptores para facilitar su conexión inalámbrica","4.0","6 Opiniones","/medias/017817806930-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMDIzfGltYWdlL2pwZWd8aDQyL2g4Yy8xMzM3NDIyOTQxMzkxOC8wMTc4MTc4MDY5MzBfMDAxXzYwV3g2MEh8NTE3MjgxYjE0NDg3MGRjOGQ5NThmYzE5MTc3NmFhMDkwNDc2NjkzNDI3NmJmYzc1MGU3M2ZmNTNiNjkzZDUyZQ"
"1681669671-1833","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Barra de Sonido SAMSUNG HW-S800B/ZL Negro","https://www.ktronix.com/barra-sonido-samsung-hw-s800b-zl-negro/p/8806094214192","","Barra de Sonido SAMSUNG HW-S800B/ZL Negro","$1.499.900
                                            Hoy","Incluye puerto optico: Audio de alta calidad","4.8","4 Opiniones","/medias/8806094214192-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMTIwfGltYWdlL2pwZWd8aGVmL2gyYy8xMzM0OTM4ODEyNDE5MC84ODA2MDk0MjE0MTkyXzAwMV82MFd4NjBIfDdmZjEzNmQ3NWJiNDJlZWMyZTMyYTU1M2MwZTEyZWRkZTk2YTkzMTNiMjZhYTg0ZTMxMDRiZTE2ZDNiMjQ5N2U"
"1681669676-1834","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Minicomponente SAMSUNG MX-T50 500 Watts Negro Torre de Sonido","https://www.ktronix.com/minicomponente-samsung-mx-t50-500-watts-negro-torre-sonido/p/8806090226700","","Minicomponente SAMSUNG MX-T50 500 Watts Negro Torre de Sonido","$899.900
                                            Hoy","Sonido bidireccional, llena el espacio en su totalidad","4.6","66 Opiniones","/medias/8806090226700-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMDQ3fGltYWdlL2pwZWd8aW1hZ2VzL2hjNS9oZjYvMTA1OTI4MTU0ODA4NjIuanBnfGFlNjdmOWRmZWU4OWIxMzI1MTBlNmIwNmQ3OGQ4MmNkNWZiNzk2ZmM5MGY3NTAyNzJiODE3MTJhZWYxOWMzNGQ"
"1681669681-1835","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Minicomponente PANASONIC TMAX10 300 Watts Negro Torre de Sonido","https://www.ktronix.com/minicomponente-panasonic-tmax10-300-watts-negro-torre-sonido/p/885170362932","","Minicomponente PANASONIC TMAX10 300 Watts Negro Torre de Sonido","$759.900
                                            Hoy","Airquake Bass: amplifica los bajos a otro nivel","4.7","24 Opiniones","/medias/885170362932-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMTA2fGltYWdlL2pwZWd8aW1hZ2VzL2g4ZS9oZTgvOTIwODMyNTM0MTIxNC5qcGd8ODZmNDkwNGU2ZDYyYzFjYWYzMTcxYWM5YTlhYTUzMjUzMDMyZTgxNTFiZjVmYTQ3YzdkODcxMTM4NjQ2ODFmYw"
"1681669686-1836","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Minicomponente LG XBOOM RN7 1000 Watts Negro Torre de Sonido","https://www.ktronix.com/minicomponente-lg-xboom-rn7-1000-watts-negro-torre-sonido/p/8806098719990","","Minicomponente LG XBOOM RN7 1000 Watts Negro Torre de Sonido","$1.199.900
                                            Hoy","Super Bass Boost: produce bajos potentes","4.8","59 Opiniones","/medias/8806098719990-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNDM2fGltYWdlL2pwZWd8aW1hZ2VzL2hhMS9oMzAvOTY1MzA0MzI2NTU2Ni5qcGd8OTYzOTk2NTAyNTU1ZTQzNzY2ODRlMzg2YTIxZjczNjZiMmZlYzlhYWViYzdhYTNmNTM1ZWQyYWJjNDRjNmM0Ng"
"1681669691-1837","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante KALLEY K-SPK300W2L02 Negro","https://www.ktronix.com/parlante-kalley-k-spk300w2l02-negro/p/7705946636599","","Parlante KALLEY K-SPK300W2L02 Negro","$709.900
                                            Hoy","Disfruta de tu música favorita: Bluetooth, entrada USB y entrada Auxiliar (RCA)","4.6","37 Opiniones","/medias/7705946636599-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxOTQwfGltYWdlL2pwZWd8aW1hZ2VzL2hkNy9oOGMvOTM4NDYwNzU0NzQyMi5qcGd8Mzk4ZDQ2Y2NhZTFiNDIyZjVjNWNjODAxNWM3YzM4ODc4MGUxNzQ3OTlmOTAxODkwOTM0NDZkMjc2M2RkMmU5NQ"
"1681669696-1838","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Barra de Sonido KALLEY K-ABS100W Negro","https://www.ktronix.com/barra-sonido-kalley-k-abs100w-negro/p/7705946952132","","Barra de Sonido KALLEY K-ABS100W Negro","$409.900
                                            Hoy","Subwoofer Inalámbrico, para una mejor calidad de sonido.","4.7","6 Opiniones","/medias/7705946952132-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNDU1fGltYWdlL2pwZWd8aDJmL2hmNS8xMzQ2ODUxNzc2MTA1NC83NzA1OTQ2OTUyMTMyXzAwMV82MFd4NjBIfDY2MGMwODgxYjg0MjQ1MDU4ZjNhNzI0OWU4M2Q5OWVjNTc0MmYwMGFkYjdmOTEwY2I5Njg2MWZhYmU4NzIzOTg"
"1681669701-1839","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante LG XBOOM GO XG5QBK Negro","https://www.ktronix.com/parlante-lg-xboom-go-xg5qbk-negro/p/8806091793096","","Parlante LG XBOOM GO XG5QBK Negro","$449.900
                                            Hoy","Audio óptimo que se adapta desde meditación hasta fiesta","5.0","3 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806091793096-001.jpg?context=bWFzdGVyfGltYWdlc3wxMjY4fGltYWdlL2pwZWd8aDg2L2g4Mi8xMzQ3OTk3NzQxODc4Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTE3OTMwOTZfMDAxLmpwZ3wxZGE1NTBhNWY1ZTA3NTc4OWNjM2QwYjMwMDZhODBhYWNiYjljMGEyYWI4MTZkZjliMjgxZGIyNTI3ZTJlNTc0"
"1681669706-1840","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Parlante BOSE Soundlink Micro Azul","https://www.ktronix.com/parlante-bose-soundlink-micro-azul/p/017817768412","","Parlante BOSE Soundlink Micro Azul","$699.900
                                            Hoy","Protegido contra: agua, polvo y temperaturas extremas(IP67)","5.0","15 Opiniones","/medias/017817768412-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzMjQ5fGltYWdlL2pwZWd8aW1hZ2VzL2hhNy9oOTMvMTIzNDQ5MTgxNzk4NzAuanBnfDVhMDNhZWYyMWE2NjVmN2Q2NDhhZjBmM2U0MWRlNjI3ODdhMTBhOTA3ZDJmZTMwYTk1NWMwMGM0NmQzOWY2NGM"
"1681669711-1841","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Barra de Sonido SONY HT-S400 Negro","https://www.ktronix.com/barra-sonido-sony-ht-s400-negro/p/4548736134584","","Barra de Sonido SONY HT-S400 Negro","$799.900
                                            Hoy","Cuenta con 330 Watts reales de alta potencia","5.0","1 Opinión","/medias/4548736134584-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMTE4fGltYWdlL2pwZWd8aGI1L2g2OC8xMzQyMTg2NzIwNDYzOC80NTQ4NzM2MTM0NTg0XzAwMV82MFd4NjBIfDIyMTJhYzcxNDE0MTg4ZmY1MGJhNzBlMGM4Nzc0MzRlNWZjMzg1ZjRmMjdlMTc0YTI0NmFiNzEyYmY4OWMwNTI"
"1681669716-1842","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Barra de Sonido SONY HT-S20R Negro","https://www.ktronix.com/barra-sonido-sony-ht-s20r-negro/p/4548736109643","","Barra de Sonido SONY HT-S20R Negro","$799.900
                                            Hoy","HDMI ARC, te permite retornar el audio de tu TV a la barra","4.8","25 Opiniones","/medias/4548736109643-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyNzUwfGltYWdlL3BuZ3xpbWFnZXMvaDJmL2gzNS85NzczNTQwNjM4NzUwLnBuZ3wzYWViMDlkMjMxOWNkNTk5N2M5MTVlZWQ3MGYwNGFmYjQ0ZDMxNGNkMDQ3NDI4ZTc5MTNjN2U2MDQwNjZlN2Zl"
"1681669720-1843","https://www.ktronix.com/audio/audio-hogar/c/BI_112_KTRON","Minicomponente PANASONIC AKX930 2200 Watts Negro Equipo de Sonido","https://www.ktronix.com/minicomponente-panasonic-akx930-2200-watts-negro-equipo-sonido/p/885170372047","","Minicomponente PANASONIC AKX930 2200 Watts Negro Equipo de Sonido","$1.499.900
                                            Hoy","Super Woofer de 25 cm: Bajos potentes y sonido claro","5.0","15 Opiniones","/medias/885170372047-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxOTcwfGltYWdlL2pwZWd8aW1hZ2VzL2g1Ni9oNjcvOTcyNDIwNjg3NDY1NC5qcGd8MTZkNTY4MDZkYTBjMTkxNDU0YTI4M2Y1MzcxNDc0ZDkxN2U4ODdmZTM5YzZlZDdhNTJiYzA0YTZhYTYyMzAxYg"
