web-scraper-order,web-scraper-start-url,referencias,referencias-href,paginacion,nombre,precio,descripcion,puntuacion,opiniones,imagen-src
"1681681943-2726","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera WHIRLPOOL No Frost Congelador Superior 263 Litros WRW25CKTWW Gris","https://www.ktronix.com/nevera-whirlpool-no-frost-congelador-superior-263-litros-wrw25cktww-gris/p/7704353383652","","Nevera WHIRLPOOL No Frost Congelador Superior 263 Litros WRW25CKTWW Gris","$1.719.900
                                            Hoy","Cajón para frutas y verduras, organiza frutas y vegetales","4.9","46 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-7704353383652-001.jpg?context=bWFzdGVyfGltYWdlc3wxNDY2fGltYWdlL2pwZWd8aDAxL2gwNi8xMzUxNjE1Nzk0MzgzOC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc3MDQzNTMzODM2NTJfMDAxLmpwZ3w2Y2E1ZjFkMDkyMTk3ZDBkZWNjNzNhMTNhMzE2ZGM2MGYzZjViMGYxNWI4ZDg4YmNhZTJjMWQyYzg2MmI4ZTNj"
"1681681948-2727","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera SAMSUNG No Frost Congelador Superior 326 Litros RT32K571JS8 Gris","https://www.ktronix.com/nevera-samsung-no-frost-congelador-superior-326-litros-rt32k571js8-gris/p/8801643782665","","Nevera SAMSUNG No Frost Congelador Superior 326 Litros  RT32K571JS8 Gris","$2.249.900
                                            Hoy","20 años de garantía en el Compresor Digital Inverter","4.6","38 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8801643782665-001.jpg?context=bWFzdGVyfGltYWdlc3wxNzg0fGltYWdlL2pwZWd8aDQ2L2hkNy8xMzQ5NjI3MDk3OTEwMi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDE2NDM3ODI2NjVfMDAxLmpwZ3w0YTVkMTU2YmZkMmRlNGNjMzYzMjgxZDAxNzY1YmY0MmRkNTQ4ZGJkYWQ0NDEyMTVlYWU1NWVlZDdiZTE0NzUw"
"1681681953-2728","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevecón SAMSUNG Side By Side 628 Litros RS22T5200S9/CO Gris","https://www.ktronix.com/nevecon-samsung-side-by-side-628-litros-rs22t5200s9-co-gris/p/8806092234475","","Nevecón SAMSUNG Side By Side 628 Litros  RS22T5200S9/CO Gris","$6.099.900
                                            Hoy","20 años de garantía en el Compresor Digital Inverter","4.7","51 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806092234475-001.jpg?context=bWFzdGVyfGltYWdlc3wxNDg5fGltYWdlL2pwZWd8aGZiL2hiMS8xMzYxNTgwMDcxMzI0Ni82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTIyMzQ0NzVfMDAxLmpwZ3wwYzZmYTBjMDVmMDQ0ZWUzN2FhMzViNjAxYjZlYThhOWE0NmM4ODUzM2EwZWVjNDRiY2ZhOTRmMGVhZTNmMDI5"
"1681681957-2729","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevecón SAMSUNG Side by Side 778 Litros RS27T5200B1/CO Grafito","https://www.ktronix.com/nevecon-samsung-side-by-side-778-litros-rs27t5200b1-co-grafito/p/8806092233560","","Nevecón SAMSUNG Side by Side 778 Litros  RS27T5200B1/CO Grafito","$6.499.900
                                            Hoy","20 años de garantía en el Compresor Digital Inverter","4.8","29 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806092233560-001.jpg?context=bWFzdGVyfGltYWdlc3wxNzUwfGltYWdlL2pwZWd8aDc5L2g5NC8xMzQ5NjQwMjY0MDkyNi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTIyMzM1NjBfMDAxLmpwZ3w4NWFmNzUwYzc2MjE4ZmFhM2RmZTUzM2UzYmVkN2MxZTAwODhjNDhlNDE4ZGFiNmYwZmZmMTllOGFjZDA5OGY5"
"1681681962-2730","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera SAMSUNG No Frost Congelador Inferior 424 Litros RL4034SBABS Negro","https://www.ktronix.com/nevera-samsung-no-frost-congelador-inferior-424-litros-rl4034sbabs-negro/p/8806090140587","","Nevera SAMSUNG No Frost Congelador Inferior 424 Litros  RL4034SBABS Negro","$3.899.900
                                            Hoy","20 años de garantía en el Compresor Digital Inverter","4.9","71 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806090140587-001.jpg?context=bWFzdGVyfGltYWdlc3wxMzg0fGltYWdlL2pwZWd8aGI5L2hkZS8xMzQ5NjI4MzM2NTQwNi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTAxNDA1ODdfMDAxLmpwZ3xjYjJlZDI3M2Q5Yzc1OWQ4NjdlMmRmMjE4MDhjNmYzZjZjMTgyZDhiMzk3YzQxNDdmMmRhMTllZDU2MDAxZTYz"
"1681681968-2731","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera CHALLENGER Frost Una Puerta 225 Litros Brutos CR239 Titanium","https://www.ktronix.com/nevera-challenger-frost-una-puerta-225-litros-brutos-cr239-titanium/p/7705191041315","","Nevera CHALLENGER Frost Una Puerta 225 Litros Brutos CR239 Titanium","$1.249.900
                                            Hoy","Descongelación semiautomética","4.8","122 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-7705191041315-001.jpg?context=bWFzdGVyfGltYWdlc3wxOTU0fGltYWdlL2pwZWd8aDdmL2gzNC8xMzc0MzEyNDcwOTQwNi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc3MDUxOTEwNDEzMTVfMDAxLmpwZ3wyOGNmZjBmNTI4OTRiY2NmYTk5NWRiNmVlYmEyYzQ3ODY5MDFiOGFjYzlkOGM4ODM2MThhYWU0MmE4NGNjYTVm"
"1681681974-2732","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera SAMSUNG No Frost Congelador Inferior 458 Litros RL4363BABS Negro","https://www.ktronix.com/nevera-samsung-no-frost-congelador-inferior-458-litros-rl4363babs-negro/p/8806088785110","","Nevera SAMSUNG No Frost Congelador Inferior 458 Litros  RL4363BABS Negro","$4.699.900
                                            Hoy","20 años de garantía en el Compresor Digital Inverter","4.9","156 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806088785110-001.jpg?context=bWFzdGVyfGltYWdlc3wxNTA0fGltYWdlL2pwZWd8aDYxL2g0Yi8xMzUwODE0MjIzNTY3OC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwODg3ODUxMTBfMDAxLmpwZ3w2YWU1ZDQ5OTUyMWFiMDFiYTAyNTE4ZGFmNzAyZTBlOGQzYzBlYTA5YWMxNTdjYjFiYjJhODRlNDUzZTI3Njll"
"1681681979-2733","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevecón LG Instaview Tipo Europeo 508 Litros LM57SXT Negro","https://www.ktronix.com/nevecon-lg-instaview-tipo-europeo-508-litros-lm57sxt-negro/p/8806098527137","","Nevecón LG Instaview Tipo Europeo 508 Litros LM57SXT Negro","$8.959.900
                                            Hoy","InstaView: toca dos veces y descubre el interior","4.6","14 Opiniones","/medias/8806098527137-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyNzQ4fGltYWdlL2pwZWd8aW1hZ2VzL2g0Mi9oNTQvOTI2NDAzMDUxNTIzMC5qcGd8OWE3OTM5NmUyMzJmNjNiY2I4NWFmNzQ5MjNiNmZiYzE5OWM3ZjhjYmUwNTA3YjdiOTQzZGE1MmQ5NjBkZWQwYw"
"1681681985-2734","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera SAMSUNG No Frost Congelador Inferior 307 Litros RB30N4160B1 Negro","https://www.ktronix.com/nevera-samsung-no-frost-congelador-inferior-307-litros-rb30n4160b1-negro/p/8801643911577","","Nevera SAMSUNG No Frost Congelador Inferior 307 Litros  RB30N4160B1 Negro","$3.099.900
                                            Hoy","20 años de garantía en el Compresor Digital Inverter","4.8","71 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8801643911577-001.jpg?context=bWFzdGVyfGltYWdlc3wxMzE3fGltYWdlL2pwZWd8aGUwL2hmZi8xMzUwODEzNzUxNzA4Ni82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDE2NDM5MTE1NzdfMDAxLmpwZ3xiMGUzMzc0MjRmMGFlYjcxMjY4YzVlNjgwODM0NzU3YzVjYWI0OWIyYTI4NTQzOWJlOTUwMzBhZDdkZjgwZDdj"
"1681681990-2735","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera LG No Frost Congelador Inferior 305 Litros Brutos GB33WPT Negro","https://www.ktronix.com/nevera-lg-no-frost-congelador-inferior-305-litros-brutos-gb33wpt-negro/p/8806091275769","","Nevera LG No Frost Congelador Inferior 305  Litros Brutos GB33WPT Negro","$2.999.900
                                            Hoy","Moist Balance Crisper (Humeda ideal)","4.8","53 Opiniones","/medias/8806091275769-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMjgzfGltYWdlL2pwZWd8aW1hZ2VzL2g5Yi9oZWYvMTA4MTIzMDI2NTU1MTguanBnfDczODNkNWNmMWM2ZGI5ZWY1MjJlYTk4YTQ1MTI3NGE1ZWQxODg1ZGNlN2Y0YmVmZjIxYTc1ZDBlYjhiOGZlYjI"
"1681681996-2736","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevecón LG InstaView Side by Side 637 Litros LS66SGP Gris","https://www.ktronix.com/nevecon-lg-instaview-side-by-side-637-litros-ls66sgp-gris/p/8806091641359","","Nevecón LG InstaView Side by Side 637 Litros  LS66SGP Gris","$8.141.900
                                            Hoy","InstaView (Toca dos veces y mira al interior)","5.0","6 Opiniones","/medias/8806091641359-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyNjA4fGltYWdlL2pwZWd8aDExL2g3MC8xMzQ2MjMyNjU3NTEzNC84ODA2MDkxNjQxMzU5XzAwMV82MFd4NjBIfGMwZjdiYTBhZTI5NWNkOWUwYjlhNDBlMzIxMWEwYmI4ZjQzM2E3OTY3ZGIwZjUwYjRmNjFmOWJlOGYzOTdmMmU"
"1681682001-2737","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera HACEB No Frost Congelador Superior 428 Litros HIMALAYA Titanio","https://www.ktronix.com/nevera-haceb-no-frost-congelador-superior-428-litros-himalaya-titanio/p/7704353422849","","Nevera HACEB No Frost Congelador Superior 428 Litros  HIMALAYA Titanio","$2.399.900
                                            Hoy","Bandejas con control de humedad independiente","4.8","125 Opiniones","/medias/7704353422849-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNjAzfGltYWdlL2pwZWd8aW1hZ2VzL2gyNy9oNWYvMTA3NTc1NjE4NDM3NDIuanBnfDY5ZWZiZmRiYjk3ZWViMzZiZDEyZWJmMjEyMTIzNmNkOTk2ZjI4NDdiNWI5Nzc1YWVkYzEzMTQxOGYzYmM5ZTI"
"1681682006-2738","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevecón SAMSUNG Side by Side 628 Litros RS22T5200B1/CO Grafito","https://www.ktronix.com/nevecon-samsung-side-by-side-628-litros-rs22t5200b1-co-grafito/p/8806092234468","","Nevecón SAMSUNG Side by Side 628 Litros  RS22T5200B1/CO Grafito","$6.199.900
                                            Hoy","20 años de garantía en el Compresor Digital Inverter","4.9","62 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806092234468-001.jpg?context=bWFzdGVyfGltYWdlc3wxNTk4fGltYWdlL2pwZWd8aDEyL2hlMi8xMzYxNTc5NDgxNTAwNi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTIyMzQ0NjhfMDAxLmpwZ3w2ZjhiZmU4OTQxNDViNzRmNTc4ZWU5ZmIxYTFiYzJjMDliNGY0OWQxMDk0YjA5ODdkYjFkNWRkODc4YjE3OGFj"
"1681682010-2739","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevecón SAMSUNG Side by Side 778 Litros RS27T5200S9/CO Gris","https://www.ktronix.com/nevecon-samsung-side-by-side-778-litros-rs27t5200s9-co-gris/p/8806090148767","","Nevecón SAMSUNG Side by Side 778 Litros  RS27T5200S9/CO Gris","$5.899.900
                                            Hoy","20 años de garantía en el Compresor Digital Inverter","4.8","60 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806090148767-001.jpg?context=bWFzdGVyfGltYWdlc3wxNTIwfGltYWdlL2pwZWd8aGI4L2gwNS8xMzQ5NjI5Mzk4MjIzOC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTAxNDg3NjdfMDAxLmpwZ3wyM2JkZjkwMjJkNjg0MWQwNmMwNWM0YThiOWRiYzVkM2E3NTQwNWJjMGU4NWY3N2IwMjg2ZGIwZWNjNjdmMTY2"
"1681682016-2740","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera SAMSUNG No Frost Congelador Superior 368 Litros RT35K571JS9 Plateado","https://www.ktronix.com/nevera-samsung-no-frost-congelador-superior-368-litros-rt35k571js9-plateado/p/8806090513398","","Nevera SAMSUNG No Frost Congelador Superior 368 Litros  RT35K571JS9 Plateado","$2.449.900
                                            Hoy","20 años de garantía en el Compresor Digital Inverter","4.7","285 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806090513398-001.jpg?context=bWFzdGVyfGltYWdlc3wxOTA1fGltYWdlL2pwZWd8aGYxL2gyMi8xMzQ5NjMyMDAwMDAzMC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTA1MTMzOThfMDAxLmpwZ3w3YWM2Njk3ZmQzNjlkMjQwNDZlMjBlYjFiYmNlOGMzNjY5MDVmMWZkZTI1MDRlOTc3YmU5NzAwYjI4Y2Y0ZDky"
"1681682022-2741","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevecón LG InstaView Craft Ice Side by Side 637 Litros LS66SXSC Gris","https://www.ktronix.com/nevecon-lg-instaview-craft-ice-side-by-side-637-litros-ls66sxsc-gris/p/8806091434920","","Nevecón LG InstaView Craft Ice Side by Side 637 Litros  LS66SXSC Gris","$8.139.900
                                            Hoy","InstaView (Toca dos Veces y mira hacia el interior)","4.8","19 Opiniones","/medias/8806091434920-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzNzcxfGltYWdlL2pwZWd8aW1hZ2VzL2gyYi9oZGUvMTI0MTc0NTQxNzgzMzQuanBnfGEzZjA2NThjMzZkMWIxY2QwYWY0NThkNTdmOWM0OWY1MWJkNGMwZmVjNDlhZTRhODgwYjBkYjkzOTBjNDgxZjc"
"1681682026-2742","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera WHIRLPOOL No Frost Congelador Superior 435 Litros WRW45AKTWW Gris","https://www.ktronix.com/nevera-whirlpool-no-frost-congelador-superior-435-litros-wrw45aktww-gris/p/7704353362589","","Nevera WHIRLPOOL No Frost Congelador Superior 435 Litros  WRW45AKTWW Gris","$2.689.900
                                            Hoy","Xpert flow, mantiene la temperatura homogenea.","4.7","165 Opiniones","/medias/7704353362589-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMDg3fGltYWdlL2pwZWd8aW1hZ2VzL2hkOC9oMTgvMTAzNzAxNjU5MzIwNjIuanBnfDFkZWQ2NTBiMjg0Mzc5YTBmNDBmM2M3ODJmNDY1NDc1MWFiNjJhZjEyZGMzMDMwODk2MGZmMTE0Mjc0MjUzMzA"
"1681682031-2743","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevecón LG Side by Side 637 Litros GS66SPP Gris","https://www.ktronix.com/nevecon-lg-side-by-side-637-litros-gs66spp-gris/p/8806091433084","","Nevecón LG Side by Side 637 Litros GS66SPP Gris","$6.299.900
                                            Hoy","Door Cooling (Refrigeracion en las puertas)","5.0","36 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806091433084-001.jpg?context=bWFzdGVyfGltYWdlc3wyMDYwfGltYWdlL2pwZWd8aDBlL2hmYS8xMzU1NzgyOTEwNzc0Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTE0MzMwODRfMDAxLmpwZ3w1YzdjN2FjYjMzYzU5MTAwYTU5OTk4NTQzZjJiZmE2MDE4MjVkMmZhYTg2MjZjNDNiYzk3N2JkZmE1OTE0YzQz"
"1681682037-2744","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera CHALLENGER No Frost Congelador Superior 231 Litros Brutos CR249 Titanium","https://www.ktronix.com/nevera-challenger-no-frost-congelador-superior-231-litros-brutos-cr249-titanium/p/7705191041803","","Nevera CHALLENGER No Frost Congelador Superior 231 Litros Brutos CR249 Titanium","$1.619.900
                                            Hoy","Descongelación automática","4.8","272 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-7705191041803-001.jpg?context=bWFzdGVyfGltYWdlc3wxNjc1fGltYWdlL2pwZWd8aDkwL2gyMC8xMzc0MzEyODgzODE3NC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc3MDUxOTEwNDE4MDNfMDAxLmpwZ3wwYWQyZmE4M2VmZDM3ZmM3NGMyMWJkZmQ1YjkzOWQ4ZDUxYTdhYWM1MWIwZWZhNmU1ZTUxZmFiN2VhNTVmZDFl"
"1681682041-2745","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera HACEB No Frost Congelador Superior 226 Litros Manija Integrada SIBERIA Titanio","https://www.ktronix.com/nevera-haceb-no-frost-congelador-superior-226-litros-manija-integrada-siberia-titanio/p/7704353404296","","Nevera HACEB No Frost Congelador Superior 226 Litros Manija Integrada SIBERIA Titanio","$1.599.900
                                            Hoy","Nuevo dispensador Slim","4.8","508 Opiniones","/medias/7704353404296-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxODA1fGltYWdlL2pwZWd8aW1hZ2VzL2hiOS9oN2EvMTE0MDE4NzcyMjU1MDIuanBnfDEzOWQyYTc0NzRkYWFiNmEwNGY2MTgzOTUxNzQ3OTcwNzI3ZjI0OWY1YTA4ZjM0ODEyZGExMWU5Zjg1OWQ3OGQ"
"1681682046-2746","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera HACEB No Frost Congelador Superior Manija Integrada 294 Litros SIBERIA Titanio","https://www.ktronix.com/nevera-haceb-no-frost-congelador-superior-manija-integrada-294-litros-siberia-titanio/p/7704353433852","","Nevera HACEB No Frost Congelador Superior Manija Integrada 294 Litros  SIBERIA Titanio","$1.769.900
                                            Hoy","Nuevo dispensador Slim","4.8","299 Opiniones","/medias/7704353433852-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMDQ5fGltYWdlL2pwZWd8aW1hZ2VzL2hkYS9oNDEvMTI3MDI4MjQxMDM5NjYuanBnfDU2ZDMxZjkwNjljNWU5ZDY4OGJmMzlkOTE2NmQ3NGZmZTk3MWUwMWQ1NWNhNWZhMzIzZjhiZjJiZmE2ODcwN2M"
"1681682051-2747","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera MABE No Frost Congelador Superior 230 Litros RMA230FJCG1 Grafito","https://www.ktronix.com/nevera-mabe-no-frost-congelador-superior-230-litros-rma230fjcg1-grafito/p/7704712690094","","Nevera MABE No Frost Congelador Superior 230 Litros  RMA230FJCG1 Grafito","$1.639.900
                                            Hoy","Ahorro de energia con Tecnologia Home Energy Saver","4.9","390 Opiniones","/medias/7704712690094-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNDEyfGltYWdlL2pwZWd8aW1hZ2VzL2g3Mi9oOTcvMTA3NTgzNzY0NTYyMjIuanBnfDE5MzM0MDAzYmM0NDIxMWI5NjIzOTA3ZTZlMTFhM2E5ZDUzYzU1MGFhNjM0MjE1MWZhMjZiMTE5ZjI5MGU2OGE"
"1681682056-2748","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera MABE No Frost Congelador Superior 297 Litros RMA305FYCT Gris","https://www.ktronix.com/nevera-mabe-no-frost-congelador-superior-297-litros-rma305fyct-gris/p/7704712606781","","Nevera MABE No Frost Congelador Superior 297 Litros  RMA305FYCT Gris","$1.849.900
                                            Hoy","Ahorro de energia con Tecnologia Home Energy Saver","4.7","613 Opiniones","/medias/7704712606781-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMDk2fGltYWdlL2pwZWd8aW1hZ2VzL2gxZS9oY2MvMTA3NTgzNjQ1Mjg2NzAuanBnfGNiZWMxZjRiMGE1NTBjMDA0NGE3MGM4MjVjODM3YmVkNTNhMjYyNGQ2NDc2NGNmNDljYTQ0ZGVhOTQ4ZmNiNzM"
